description,duration,main_speaker,name,speaker_occupation,tags,title,views,index
"In this inspiring talk about recent developments in biomimicry, Janine Benyus provides heartening examples of ways in which nature is already influencing the products and systems we build.",1399,Janine Benyus,Janine Benyus: Biomimicry's surprising lessons from nature's engineers,"Science writer, innovation consultant, conservationist","['DNA', 'animals', 'biology', 'biomimicry', 'design', 'environment', 'evolution', 'fish', 'science', 'technology']",Biomimicry's surprising lessons from nature's engineers,1920434,81
Genomics pioneer Craig Venter takes a break from his epic round-the-world expedition to talk about the millions of genes his team has discovered so far in its quest to map the ocean's biodiversity.,1011,Craig Venter,Craig Venter: Sampling the ocean's DNA,"Biologist, genetics pioneer","['DNA', 'biodiversity', 'biology', 'biotech', 'ecology', 'entrepreneur', 'genetics', 'invention', 'oceans', 'science', 'technology']",Sampling the ocean's DNA,560904,82
"Engineer and artist Golan Levin pushes the boundaries of what's possible with audiovisuals and technology. In an amazing TED display, he shows two programs he wrote to perform his original compositions.",893,Golan Levin,Golan Levin: Software (as) art,Experimental audio-visual artist,"['art', 'entertainment', 'invention', 'music', 'performance', 'software', 'technology']",Software (as) art,606311,83
"Savage-Rumbaugh's work with bonobo apes, which can understand spoken language and learn tasks by watching, forces the audience to rethink how much of what a species can do is determined by biology -- and how much by cultural exposure.",1045,Susan Savage-Rumbaugh,Susan Savage-Rumbaugh: The gentle genius of bonobos,Primate authority,"['animals', 'apes', 'biology', 'culture', 'evolution', 'genetics', 'intelligence', 'language']",The gentle genius of bonobos,2197377,84
"In this stunning slideshow, celebrated nature photographer Frans Lanting presents The LIFE Project, a poetic collection of photographs that tell the story of our planet, from its eruptive beginnings to its present diversity. Soundtrack by Philip Glass.",977,Frans Lanting,Frans Lanting: The story of life in photographs,Nature photographer,"['animals', 'art', 'design', 'evolution', 'fish', 'nature', 'photography', 'storytelling']",The story of life in photographs,1697185,85
"Biologist Sheila Patek talks about her work measuring the feeding strike of the mantis shrimp, one of the fastest movements in the animal world, using video cameras recording at 20,000 frames per second.",985,Sheila Patek,Sheila Patek: The shrimp with a kick!,"Biologist, biomechanics researcher","['biology', 'biomechanics', 'oceans', 'online video', 'science', 'technology']",The shrimp with a kick!,1115081,86
"A happy song about global warming, from Jill Sobule.",163,Jill Sobule,"Jill Sobule: Global warming's theme song, ""Manhattan in January""",Singer/songwriter,"['climate change', 'environment', 'guitar', 'music', 'performance', 'vocals']","Global warming's theme song, ""Manhattan in January""",591379,87
"Caroline Lavelle plays the cello like a sorceress casting a spell, occasionally hiding behind her wild mane of blond hair as she sings of pastoral themes. She performs ""Farther than the Sun,"" backed by Thomas Dolby on keyboards.",459,Caroline Lavelle,Caroline Lavelle: Casting a spell on the cello,Cellist; singer-songwriter,"['cello', 'entertainment', 'music', 'performance', 'vocals']",Casting a spell on the cello,398713,88
"Philosopher Dan Dennett makes a compelling argument that not only don't we understand our own consciousness, but that half the time our brains are actively fooling us.",1308,Dan Dennett,Dan Dennett: The illusion of consciousness,"Philosopher, cognitive scientist","['TED Brain Trust', 'brain', 'consciousness', 'culture', 'entertainment', 'illusion', 'self', 'visualizations']",The illusion of consciousness,2676717,89
"In this soaring demonstration, deaf percussionist Evelyn Glennie illustrates how listening to music involves much more than simply letting sound waves hit your eardrums.",1929,Evelyn Glennie,Evelyn Glennie: How to truly listen,Musician,"['creativity', 'entertainment', 'live music', 'music', 'performance']",How to truly listen,4165572,90
"Green-minded architect and designer William McDonough asks what our buildings and products would look like if designers took into account ""all children, all species, for all time.""",1205,William McDonough,William McDonough: Cradle to cradle design,Architect,"['architecture', 'business', 'china', 'cities', 'culture', 'design', 'environment', 'global issues', 'sustainability', 'technology']",Cradle to cradle design,1426390,91
The dot-com boom and bust is often compared to the Gold Rush. But Amazon.com founder Jeff Bezos says it’s more like the early days of the electric industry.,1031,Jeff Bezos,Jeff Bezos: The electricity metaphor for the web's future,Online commerce pioneer,"['TED Brain Trust', 'United States', 'business', 'entrepreneur', 'history', 'innovation', 'invention', 'technology', 'web']",The electricity metaphor for the web's future,754700,92
Rives recaps the most memorable moments of TED2006 in the free-spirited rhyming verse of a fantastical mockingbird lullaby.,251,Rives,Rives: A mockingbird remix of TED2006,"Performance poet, multimedia artist","['entertainment', 'memory', 'performance', 'poetry', 'spoken word', 'storytelling']",A mockingbird remix of TED2006,643078,93
"Singer/songwriter Eddi Reader performs ""Kiteflyer's Hill,"" a tender look back at a lost love. With Thomas Dolby on piano.",378,Eddi Reader,"Eddi Reader: ""Kiteflyer's Hill""",Singer/songwriter,"['composing', 'entertainment', 'guitar', 'memory', 'music', 'performance', 'piano']","""Kiteflyer's Hill""",513672,94
"Singer/songwriter Eddi Reader performs ""What You Do With What You've Got,"" a meditation on a very TED theme: how to use your gifts and talents to make a difference. With Thomas Dolby on piano.",312,Eddi Reader,"Eddi Reader: ""What You've Got""",Singer/songwriter,"['composing', 'entertainment', 'guitar', 'music', 'performance', 'performance art', 'piano', 'potential', 'vocals']","""What You've Got""",428351,95
"In the days following the tragic South Asian tsunami of 2004, the Rev. Tom Honey pondered the question, ""How could a loving God have done this?"" Here is his answer.",1172,Tom Honey,Tom Honey: Why would God create a tsunami?,Priest,"['God', 'culture', 'disaster relief', 'global issues', 'natural disaster', 'philosophy', 'religion']",Why would God create a tsunami?,616385,96
"Richard Dawkins urges all atheists to openly state their position -- and to fight the incursion of the church into politics and science. A fiery, funny, powerful talk.",1750,Richard Dawkins,Richard Dawkins: Militant atheism,Evolutionary biologist,"['God', 'atheism', 'culture', 'religion', 'science']",Militant atheism,4374792,97
"Satirist Tom Rielly delivers a wicked parody of the 2006 TED conference, taking down the $100 laptop, the plight of the polar bear, and people who mention, one too many times, that they work at Harvard. Watch for a special moment between Tom and Al Gore.",1195,Tom Rielly,Tom Rielly: A comic sendup of TED2006,Satirist,"['comedy', 'culture', 'humor', 'performance']",A comic sendup of TED2006,609087,98
"Featuring the vocals and mischievous bell-playing of accordionist and singer Rachelle Garniez, the TED House Band -- led by Thomas Dolby on keyboard -- delivers this delightful rendition of the Edith Piaf standard ""La Vie en Rose.""",201,Rachelle Garniez,"Rachelle Garniez: ""La Vie en Rose""",Musician,"['entertainment', 'live music', 'music', 'performance']","""La Vie en Rose""",443180,99
"Chris Anderson, then the editor of Wired, explores the four key stages of any viable technology: setting the right price, gaining market share, displacing an established technology and, finally, becoming ubiquitous.",858,Chris Anderson,Chris Anderson: Technology's long tail,Drone maker,"['business', 'culture', 'economics', 'entertainment', 'marketing', 'technology']",Technology's long tail,904520,100
"Violinist Natalie MacMaster and TED Musical Director Thomas Dolby play Dolby's original song ""Blue Is a River"" in this ethereal duet -- with a little dancing.",311,Natalie MacMaster,Natalie MacMaster: Cape Breton fiddling in reel time,Fiddler,"['entertainment', 'history', 'live music', 'music', 'performance', 'violin']",Cape Breton fiddling in reel time,717002,101
"Google co-founders Larry Page and Sergey Brin offer a peek inside the Google machine, sharing tidbits about international search patterns, the philanthropic Google Foundation, and the company's dedication to innovation and employee happiness.",1233,Sergey Brin + Larry Page,Sergey Brin + Larry Page: The genesis of Google,"Computer scientist, entrepreneur and philanthropist","['Google', 'TED Brain Trust', 'business', 'collaboration', 'culture', 'design', 'technology', 'web']",The genesis of Google,1451846,102
What happens when a black man visits Aspen? Singer/songwriter Stew and his band are about to let you know.,277,Stew,"Stew: ""Black Men Ski""",Singer/songwriter,"['culture', 'entertainment', 'live music', 'music', 'performance', 'poetry', 'race', 'sports']","""Black Men Ski""",577502,103
"In James Howard Kunstler's view, public spaces should be inspired centers of civic life and the physical manifestation of the common good. Instead, he argues, what we have in America is a nation of places not worth caring about.",1184,James Howard Kunstler,James Howard Kunstler: The ghastly tragedy of the suburbs,Social critic,"['alternative energy', 'architecture', 'cars', 'cities', 'consumerism', 'culture', 'design', 'energy', 'transportation']",The ghastly tragedy of the suburbs,1683456,104
